x,y,dist_own_m,gross,loss,net,transfer_rate,net_rank
11224849.632154424,4140943.3228410613,698.7807683279987,197.73386260656665,12.172619291994407,185.56124331457224,0.061560620581283074,494
11225099.632154424,4140943.3228410613,700.7450780900326,216.70658573904473,13.505259731820024,203.2013260072247,0.062320485949988076,479
11225349.632154424,4140943.3228410613,786.633819988528,218.597841939331,13.693230548193414,204.9046113911376,0.06264119730877211,477
11225599.632154424,4140943.3228410613,933.5640679846679,201.00882273091278,12.573839934234288,188.4349827966785,0.06255367184089566,493
11224849.632154424,4141193.3228410613,454.4790770009768,290.82343928991696,18.26917551794208,272.5542637719749,0.0628187864174519,421
11225099.632154424,4141193.3228410613,457.49353406796655,344.9660185585654,21.97908164141903,322.98693691714635,0.0637137586283375,368
11225349.632154424,4141193.3228410613,580.5595886697037,354.47721961530607,22.694483352478144,331.78273626282794,0.06402240284187281,355
11225599.632154424,4141193.3228410613,767.9834231796109,308.2038543373244,19.664220925367353,288.539633411957,0.06380264441419076,408
11225849.632154424,4141193.3228410613,849.0446990937892,241.57306481187265,15.265371305043635,226.30769350682903,0.0631915288938843,451
11224599.632154424,4141443.3228410613,414.79970877028535,317.0557315851034,19.747543621731978,297.30818796337144,0.06228414015102385,397
11224849.632154424,4141443.3228410613,223.17683723507554,467.026146540872,29.90825883731388,437.1178877035581,0.06403979532802549,219
11225099.632154424,4141443.3228410613,229.2531416591477,662.0305420972671,43.098864162395365,618.9316779348718,0.06510102090737556,50
11225349.632154424,4141443.3228410613,424.6246639597459,712.2730971436542,46.57100736246753,665.7020897811867,0.06538363943440488,32
11225599.632154424,4141443.3228410613,658.0693029805182,537.1028815049737,34.90608291503889,502.19679858993476,0.06498956553208447,160
11225849.632154424,4141443.3228410613,761.2585236395978,353.2485656868748,22.65473096365459,330.59383472322025,0.06413254904405219,356
11226349.632154424,4141443.3228410613,291.16092585419653,169.38436341680023,10.480964821468385,158.90339859533185,0.06187681442399801,512
11226599.632154424,4141443.3228410613,157.81241145562467,127.71262085750705,7.759368244463095,119.95325261304396,0.06075647177517768,532
11224599.632154424,4141693.3228410613,374.58706283386937,422.07307884564153,26.522131747743607,395.5509470978979,0.06283777164912038,269
11224849.632154424,4141693.3228410613,134.40450113312068,788.8192598723875,51.27078273261767,737.5484771397698,0.0649968698037521,24
11225099.632154424,4141693.3228410613,144.2694430819669,1203.062726961544,79.21492394681918,1123.8478030147248,0.06584438381437055,6
11225349.632154424,4141693.3228410613,385.43841854376524,1198.7993304668069,79.05758401835062,1119.7417464484563,0.06594730411433077,8
11225599.632154424,4141693.3228410613,633.4918127109904,1069.9697209617007,70.53239138891179,999.4373295727888,0.0659199882081864,10
11226349.632154424,4141693.3228410613,261.55749558930626,194.48971687471595,12.078413302020243,182.41130357269572,0.06210309468341079,500
11226599.632154424,4141693.3228410613,92.42508298138773,141.03786167220022,8.581775037923999,132.45608663427623,0.060847313878522456,529
11223599.632154424,4141943.3228410613,1404.4841500564346,163.36269341389357,8.412483863409738,154.95020955048383,0.051495746596782535,517
11223849.632154424,4141943.3228410613,1162.0347800483785,187.3682998562229,10.04219350703861,177.3261063491843,0.053596011250272795,504
11224099.632154424,4141943.3228410613,923.6200151168342,228.05615440099146,12.84706377079141,215.20909063020005,0.056332896625988,463
11224349.632154424,4141943.3228410613,693.4140426950978,306.976261999805,18.268536824333218,288.70772517547175,0.05951123616309076,407
11224599.632154424,4141943.3228410613,483.2930134908809,491.56726972152114,30.819336311630064,460.74793340989106,0.06269607073125433,183
11224849.632154424,4141943.3228410613,333.6483765454804,1088.279924767538,71.05988128094084,1017.2200434865971,0.06529559138575453,9
11225099.632154424,4141943.3228410613,337.74301096214043,1213.8571429434337,79.66838614407142,1134.1887567993622,0.06563242355759158,3
11225349.632154424,4141943.3228410613,372.89410810532297,1208.3431623460344,79.47056733081133,1128.8725950152232,0.06576821039522981,5
11225599.632154424,4141943.3228410613,528.8023815057699,1202.6824425617685,79.2548315480712,1123.4276110136973,0.06589838576112808,7
11225849.632154424,4141943.3228410613,738.386011184315,616.782658147889,40.06636216071532,576.7162959871737,0.064960260525205,70
11226599.632154424,4141943.3228410613,342.3156945259645,149.12907198771674,9.044727415737075,140.08434457197967,0.06065032991341929,524
11220349.632154424,4142193.3228410613,643.2391791784298,192.46592575431745,8.337511447042168,184.12841430727528,0.04331941570626373,498
11220599.632154424,4142193.3228410613,765.6184551466893,198.34956271881143,8.617585426910418,189.73197729190102,0.0434464553830505,491
11220849.632154424,4142193.3228410613,939.9928702348045,181.7630307803182,8.073024755039102,173.69000602527908,0.04441510861906948,506
11221099.632154424,4142193.3228410613,1142.804258533949,163.208550582258,7.440496892243906,155.76805369001409,0.04558889142572132,515
11223599.632154424,4142193.3228410613,1480.1460728611676,183.1333490643556,9.072040833714818,174.06130823064078,0.04953789618365346,505
11223849.632154424,4142193.3228410613,1252.4302372941477,206.61615615950123,10.644868850815227,195.97128730868602,0.051520021709230326,482
11224099.632154424,4142193.3228410613,1035.0510139944856,244.21779740211713,13.27150275017913,230.946294651938,0.05434289757485168,447
11224349.632154424,4142193.3228410613,836.1098635067946,314.39417796165935,18.174622326142526,296.2195556355168,0.057808393412294476,398
11224599.632154424,4142193.3228410613,600.4120798155029,469.00460303190994,28.79729204067857,440.20731099123134,0.06140087294349918,213
11224849.632154424,4142193.3228410613,355.07268046822094,887.9401080326999,57.18283939147364,830.7572686412262,0.06439943288311038,14
11225099.632154424,4142193.3228410613,129.0680101396036,1228.2390447844525,80.2818710493604,1147.957173735092,0.06536339272901825,1
11225349.632154424,4142193.3228410613,179.55638130655868,1220.9480250584222,80.0273353814311,1140.920689676991,0.06554524331828278,2
11225599.632154424,4142193.3228410613,415.71918033020296,1213.4048521520076,79.73991619447118,1133.6649359575365,0.06571583758961422,4
11225849.632154424,4142193.3228410613,662.1211216393306,552.0801189818177,35.53434942030006,516.5457695615177,0.06436447935461764,138
11226099.632154424,4142193.3228410613,771.7237384862135,314.18560950818414,19.74112590240711,294.444483605777,0.06283268649162264,401
11226349.632154424,4142193.3228410613,640.8491249961289,207.66927421764882,12.74830812444545,194.92096609320336,0.061387550818348416,485
11220099.632154424,4142443.3228410613,355.7907245006477,239.76761588008813,10.218648528025975,229.54896735206216,0.04261896874820866,450
11220349.632154424,4142443.3228410613,417.13548982525896,322.7922837167702,13.322716966219783,309.4695667505504,0.041273343999479316,385
11220599.632154424,4142443.3228410613,588.5719956834693,327.6741576238687,13.59549292200608,314.07866470186264,0.04149089150207598,377
11220849.632154424,4142443.3228410613,802.3914078140946,266.40192006376606,11.456599048726464,254.94532101503958,0.04300494172858892,435
11221099.632154424,4142443.3228410613,996.98335609581,208.55596658810904,9.408021946245157,199.1479446418639,0.04511029868939535,480
11223849.632154424,4142443.3228410613,1353.4915276118618,232.2668312775952,11.265651365044206,221.00117991255098,0.04850305703606896,456
11224599.632154424,4142443.3228410613,615.3739869352781,400.38746205279796,23.471605739195912,376.91585631360203,0.05862222962441511,299
11224849.632154424,4142443.3228410613,379.82507371569,572.8528579790712,35.447741213085145,537.4051167659861,0.06187931284508002,114
11225099.632154424,4142443.3228410613,186.67894752659927,823.3957412403508,52.62935256015076,770.7663886802001,0.06391744567547884,18
11225349.632154424,4142443.3228410613,224.5684133535887,889.1095104914843,57.366747787048894,831.7427627044354,0.0645215770499829,13
11225599.632154424,4142443.3228410613,437.0502432245723,644.748348871425,41.25600470992471,603.4923441615003,0.06398776326009938,59
11225849.632154424,4142443.3228410613,675.7180313778575,411.8050416782215,25.883874932888336,385.9211667453332,0.06285468198107594,283
11226099.632154424,4142443.3228410613,920.4220775034009,273.90295975329445,16.86159788146027,257.04136187183417,0.061560480750728584,432
11226349.632154424,4142443.3228410613,877.1118741431911,194.6460855441358,11.743459048507448,182.90262649562834,0.06033236689902316,499
11219849.632154424,4142693.3228410613,299.0274864477368,224.35464106752488,9.863063585429948,214.49157748209493,0.04396193249446275,464
11220099.632154424,4142693.3228410613,108.77690417691791,346.3592126851326,14.41516415199561,331.944048533137,0.04161911571585686,354
